userid,gender,age,city,job,education
userid_020036,1,2,4,8,1.0
userid_020037,0,1,3,1,2.0
userid_020038,1,2,4,1,2.0
userid_020039,1,1,1,1,1.0
userid_020040,0,2,2,1,2.0
userid_020041,1,2,1,1,1.0
userid_020042,1,2,30,1,1.0
userid_020043,1,2,2,1,2.0
userid_020044,0,2,36,1,1.0
userid_020045,1,2,1,4,1.0
userid_020046,1,3,3,6,2.0
userid_020047,0,2,10,8,2.0
userid_020048,1,2,11,3,1.0
userid_020049,0,1,3,8,2.0
userid_020050,1,1,2,6,1.0
userid_020051,1,2,1,1,1.0
userid_020052,0,2,17,3,1.0
userid_020053,1,2,36,1,1.0
userid_020054,0,2,23,9,1.0
userid_020055,0,3,4,1,5.0
userid_020056,1,2,2,9,2.0
userid_020057,1,2,4,4,1.0
userid_020058,1,2,33,5,1.0
userid_020059,1,2,4,1,1.0
userid_020060,0,2,30,1,2.0
userid_020061,1,2,3,4,1.0
userid_020062,1,1,22,1,1.0
userid_020063,1,1,26,11,2.0
userid_020064,1,2,2,7,2.0
userid_020065,1,3,1,9,2.0
userid_020066,0,2,27,1,1.0
userid_020067,0,2,4,1,1.0
userid_020068,1,2,3,1,5.0
userid_020069,1,1,4,7,5.0
userid_020070,1,2,11,6,2.0
userid_020071,1,2,11,1,2.0
userid_020072,1,2,30,1,5.0
userid_020073,0,2,29,2,2.0
userid_020074,1,2,2,1,5.0
userid_020075,0,2,36,7,5.0
userid_020076,0,2,23,1,2.0
userid_020077,0,2,23,10,2.0
userid_020078,1,2,2,8,2.0
userid_020079,1,3,12,1,2.0
userid_020080,0,2,3,1,1.0
userid_020081,0,2,2,1,5.0
userid_020082,0,2,4,5,2.0
userid_020083,1,2,1,10,1.0
userid_020084,0,1,4,5,2.0
userid_020085,1,3,15,11,5.0
userid_020086,0,2,3,1,2.0
userid_020087,1,2,9,1,2.0
userid_020088,1,2,2,10,5.0
userid_020089,1,2,22,1,2.0
userid_020090,0,1,2,7,2.0
userid_020091,1,1,32,11,2.0
userid_020092,1,2,35,1,2.0
userid_020093,1,2,3,6,1.0
userid_020094,1,2,30,3,5.0
userid_020095,0,2,8,1,2.0
userid_020096,1,2,4,4,1.0
userid_020097,1,1,2,1,2.0
userid_020098,0,2,3,3,2.0
userid_020099,0,2,4,6,2.0
userid_020100,1,2,5,3,2.0
userid_020101,0,2,32,1,2.0
userid_020102,1,2,28,1,5.0
userid_020103,0,2,3,1,2.0
userid_020104,1,3,2,12,1.0
userid_020105,1,3,16,9,1.0
userid_020106,1,2,3,1,2.0
userid_020107,1,2,3,1,2.0
userid_020108,1,2,2,1,2.0
userid_020109,1,2,3,2,2.0
userid_020110,0,2,20,1,1.0
userid_020111,1,2,22,1,1.0
userid_020112,0,1,3,3,5.0
userid_020113,1,2,28,2,2.0
userid_020114,0,3,26,7,5.0
userid_020115,0,1,3,9,5.0
userid_020116,0,2,2,8,1.0
userid_020117,1,2,9,2,1.0
userid_020118,1,1,26,2,1.0
userid_020119,0,2,4,1,1.0
userid_020120,1,1,3,7,2.0
userid_020121,0,1,3,1,1.0
userid_020122,1,2,24,1,2.0
userid_020123,0,2,3,1,1.0
userid_020124,0,2,16,1,2.0
userid_020125,0,2,1,10,2.0
userid_020126,1,2,4,1,2.0
userid_020127,1,2,4,3,5.0
userid_020128,1,2,4,7,1.0
userid_020129,1,2,17,9,1.0
userid_020130,0,2,2,8,5.0
userid_020131,0,2,3,7,1.0
userid_020132,1,1,4,8,2.0
userid_020133,1,2,1,1,2.0
userid_020134,0,2,2,7,2.0
userid_020135,1,2,3,9,5.0
userid_020136,1,2,1,7,2.0
userid_020137,0,2,4,1,2.0
userid_020138,0,2,2,10,1.0
userid_020139,0,2,4,1,2.0
userid_020140,1,2,4,5,1.0
userid_020141,0,3,3,3,2.0
userid_020142,0,2,2,11,1.0
userid_020143,1,2,17,2,1.0
userid_020144,1,2,2,4,2.0
userid_020145,0,2,1,4,2.0
userid_020146,1,2,10,11,1.0
userid_020147,1,1,2,7,2.0
userid_020148,0,2,3,5,1.0
userid_020149,0,2,29,10,2.0
userid_020150,1,2,1,6,2.0
userid_020151,1,3,1,6,5.0
userid_020152,1,1,2,3,5.0
userid_020153,0,2,3,10,2.0
userid_020154,0,2,1,8,5.0
userid_020155,0,2,4,1,2.0
userid_020156,1,2,1,3,2.0
userid_020157,1,3,3,1,2.0
userid_020158,1,2,2,2,5.0
userid_020159,1,1,4,5,1.0
userid_020160,0,2,5,1,2.0
userid_020161,1,2,18,1,2.0
userid_020162,1,1,4,5,2.0
userid_020163,1,2,26,1,1.0
userid_020164,1,1,8,5,1.0
userid_020165,1,2,3,10,1.0
userid_020166,1,2,19,4,2.0
userid_020167,1,3,2,1,1.0
userid_020168,1,1,4,1,5.0
userid_020169,1,1,1,1,5.0
userid_020170,1,3,35,2,5.0
userid_020171,1,2,1,7,2.0
userid_020172,1,2,7,6,1.0
userid_020173,1,2,4,1,2.0
userid_020174,1,1,6,5,2.0
userid_020175,1,1,15,5,1.0
userid_020176,1,2,3,12,2.0
userid_020177,1,1,20,2,1.0
userid_020178,0,2,3,7,2.0
userid_020179,0,2,2,1,1.0
userid_020180,1,3,4,6,2.0
userid_020181,1,1,4,1,2.0
userid_020182,1,2,33,10,1.0
userid_020183,1,2,17,4,2.0
userid_020184,0,2,31,11,2.0
userid_020185,0,1,1,1,2.0
userid_020186,0,3,3,1,5.0
userid_020187,1,2,1,10,2.0
userid_020188,1,1,5,7,1.0
userid_020189,0,2,4,3,2.0
userid_020190,1,1,2,6,1.0
userid_020191,1,2,4,8,2.0
userid_020192,1,1,3,1,1.0
userid_020193,0,2,4,5,5.0
userid_020194,1,2,4,1,2.0
userid_020195,1,3,22,10,2.0
userid_020196,1,2,3,6,1.0
userid_020197,1,2,3,1,2.0
userid_020198,0,2,1,1,1.0
userid_020199,1,2,33,1,2.0
userid_020200,0,3,20,4,2.0
userid_020201,1,1,20,5,1.0
userid_020202,1,1,2,7,2.0
userid_020203,1,2,2,4,2.0
userid_020204,0,2,1,1,2.0
userid_020205,1,2,5,5,1.0
userid_020206,0,1,36,1,2.0
userid_020207,1,4,2,1,1.0
userid_020208,1,2,7,10,2.0
userid_020209,1,2,3,1,2.0
userid_020210,1,2,4,3,2.0
userid_020211,1,2,1,2,1.0
userid_020212,0,1,3,9,1.0
userid_020213,0,2,7,9,1.0
userid_020214,0,2,4,1,2.0
userid_020215,1,2,14,5,2.0
userid_020216,1,2,14,1,1.0
userid_020217,0,2,25,6,2.0
userid_020218,1,2,36,1,1.0
userid_020219,0,2,11,6,2.0
userid_020220,1,2,4,1,1.0
userid_020221,1,2,4,1,1.0
userid_020222,0,2,3,1,1.0
userid_020223,1,3,3,1,1.0
userid_020224,0,4,2,4,2.0
userid_020225,1,2,4,2,1.0
userid_020226,1,2,17,2,2.0
userid_020227,1,2,33,1,1.0
userid_020228,1,2,3,7,2.0
userid_020229,1,1,9,1,2.0
userid_020230,0,2,5,1,1.0
userid_020231,1,2,4,1,2.0
userid_020232,1,2,1,1,2.0
userid_020233,0,2,31,1,1.0
userid_020234,0,2,1,1,1.0
userid_020235,1,2,13,1,1.0
userid_020236,0,3,22,1,2.0
userid_020237,1,2,34,1,2.0
userid_020238,0,2,31,4,5.0
userid_020239,1,2,2,1,5.0
userid_020240,1,2,3,1,2.0
userid_020241,1,2,2,1,5.0
userid_020242,1,2,19,1,1.0
userid_020243,1,2,3,11,1.0
userid_020244,0,2,4,7,2.0
userid_020245,1,2,1,1,2.0
userid_020246,1,1,3,1,2.0
userid_020247,1,3,11,4,1.0
userid_020248,1,1,4,2,2.0
userid_020249,1,2,2,3,1.0
userid_020250,1,2,27,1,1.0
userid_020251,0,3,3,3,1.0
userid_020252,1,2,2,6,2.0
userid_020253,1,1,1,10,1.0
userid_020254,1,1,15,10,1.0
userid_020255,1,1,4,2,1.0
userid_020256,0,1,22,3,5.0
userid_020257,1,2,23,1,5.0
userid_020258,1,2,25,1,2.0
userid_020259,0,1,10,2,1.0
userid_020260,1,2,24,1,1.0
userid_020261,0,1,3,5,2.0
userid_020262,1,3,16,6,5.0
userid_020263,1,2,3,11,2.0
userid_020264,1,2,2,6,2.0
userid_020265,1,2,2,1,1.0
userid_020266,1,2,2,3,2.0
userid_020267,1,2,4,1,5.0
userid_020268,1,1,4,10,2.0
userid_020269,0,2,2,9,1.0
userid_020270,1,2,1,1,1.0
userid_020271,0,2,33,1,1.0
userid_020272,1,2,2,6,2.0
userid_020273,1,2,6,11,1.0
userid_020274,0,2,35,3,2.0
userid_020275,1,2,29,1,2.0
userid_020276,1,2,15,1,5.0
userid_020277,1,3,24,1,2.0
userid_020278,1,2,16,3,2.0
userid_020279,1,3,35,4,2.0
userid_020280,0,2,2,6,1.0
userid_020281,0,1,1,1,2.0
userid_020282,1,2,16,1,2.0
userid_020283,0,2,30,12,5.0
userid_020284,1,2,2,6,2.0
userid_020285,0,1,13,1,1.0
userid_020286,0,1,9,1,2.0
userid_020287,0,2,1,1,2.0
userid_020288,1,1,1,5,2.0
userid_020289,1,1,2,1,2.0
userid_020290,1,2,2,12,2.0
userid_020291,1,2,3,7,2.0
userid_020292,1,2,3,1,1.0
userid_020293,1,1,1,6,5.0
userid_020294,0,2,25,5,1.0
userid_020295,0,2,31,4,2.0
userid_020296,1,2,25,5,2.0
userid_020297,0,2,3,9,2.0
userid_020298,1,1,3,2,2.0
userid_020299,0,2,4,7,2.0
userid_020300,1,1,3,2,2.0
userid_020301,1,2,4,2,2.0
userid_020302,1,2,3,1,2.0
userid_020303,0,2,4,5,1.0
userid_020304,1,2,4,1,2.0
userid_020305,1,1,1,1,2.0
userid_020306,1,2,23,2,2.0
userid_020307,1,2,1,8,5.0
userid_020308,1,1,31,8,1.0
userid_020309,1,2,16,8,2.0
userid_020310,1,2,18,7,5.0
userid_020311,0,2,4,2,2.0
userid_020312,1,2,16,11,5.0
userid_020313,0,2,2,3,5.0
userid_020314,1,1,13,12,2.0
userid_020315,0,3,3,7,2.0
userid_020316,1,1,1,5,5.0
userid_020317,1,2,2,1,2.0
userid_020318,0,3,31,1,2.0
userid_020319,1,2,23,2,2.0
userid_020320,1,3,3,7,2.0
userid_020321,1,2,2,10,1.0
userid_020322,1,2,3,1,1.0
userid_020323,1,3,23,11,2.0
userid_020324,0,2,27,1,1.0
userid_020325,1,2,3,2,1.0
userid_020326,1,2,2,1,2.0
userid_020327,0,2,3,2,2.0
userid_020328,0,2,3,4,2.0
userid_020329,1,2,2,1,1.0
userid_020330,1,3,1,8,2.0
userid_020331,0,1,1,8,2.0
userid_020332,0,1,3,5,2.0
userid_020333,1,3,2,1,2.0
userid_020334,0,2,1,1,1.0
userid_020335,0,2,3,6,2.0
userid_020336,1,3,27,3,2.0
userid_020337,0,2,1,1,1.0
userid_020338,0,2,17,6,1.0
userid_020339,0,2,4,1,2.0
userid_020340,1,2,2,2,2.0
userid_020341,0,2,35,7,1.0
userid_020342,1,2,4,1,2.0
userid_020343,1,2,3,2,2.0
userid_020344,1,2,17,1,2.0
userid_020345,1,2,10,1,5.0
userid_020346,1,2,31,3,2.0
userid_020347,1,2,4,1,5.0
userid_020348,0,1,4,1,2.0
userid_020349,1,3,1,11,2.0
userid_020350,1,2,32,12,5.0
userid_020351,1,3,18,1,2.0
userid_020352,0,1,4,7,2.0
userid_020353,1,2,5,1,2.0
userid_020354,1,1,15,1,1.0
userid_020355,0,2,3,11,2.0
userid_020356,1,2,14,3,1.0
userid_020357,1,2,3,11,2.0
userid_020358,1,1,4,11,2.0
userid_020359,1,2,8,8,1.0
userid_020360,0,2,7,8,1.0
userid_020361,0,2,9,6,2.0
userid_020362,1,2,4,5,1.0
userid_020363,1,3,27,2,2.0
userid_020364,1,2,4,4,1.0
userid_020365,0,4,1,3,1.0
userid_020366,1,3,25,6,5.0
userid_020367,0,1,1,1,2.0
userid_020368,1,2,2,1,1.0
userid_020369,1,1,16,9,1.0
userid_020370,0,1,2,3,1.0
userid_020371,1,2,31,12,1.0
userid_020372,1,2,2,1,2.0
userid_020373,1,2,4,1,1.0
userid_020374,1,2,3,7,5.0
userid_020375,0,2,3,10,1.0
userid_020376,0,2,4,8,1.0
userid_020377,1,2,2,1,2.0
userid_020378,1,2,7,1,1.0
userid_020379,0,1,10,1,2.0
userid_020380,1,2,2,6,5.0
userid_020381,0,1,35,9,2.0
userid_020382,0,1,3,3,1.0
userid_020383,1,3,1,1,2.0
userid_020384,1,2,34,5,2.0
userid_020385,1,2,4,4,2.0
userid_020386,0,2,1,1,5.0
userid_020387,0,2,23,4,2.0
userid_020388,1,1,5,8,2.0
userid_020389,0,2,8,1,2.0
userid_020390,0,2,1,8,2.0
userid_020391,1,1,4,1,2.0
userid_020392,1,1,8,1,2.0
userid_020393,1,2,3,1,5.0
userid_020394,1,2,3,9,1.0
userid_020395,1,1,3,4,2.0
userid_020396,1,2,28,4,2.0
userid_020397,1,2,1,1,1.0
userid_020398,0,2,11,1,5.0
userid_020399,1,2,1,1,2.0
userid_020400,0,2,1,1,1.0
userid_020401,1,2,3,1,2.0
userid_020402,1,2,1,11,1.0
userid_020403,0,2,12,7,2.0
userid_020404,1,2,1,1,2.0
userid_020405,1,2,3,4,2.0
userid_020406,1,2,4,1,5.0
userid_020407,1,2,28,1,1.0
userid_020408,1,3,4,6,2.0
userid_020409,0,2,3,1,1.0
userid_020410,1,2,3,3,5.0
userid_020411,1,2,29,6,2.0
userid_020412,1,2,29,5,1.0
userid_020413,1,2,1,3,2.0
userid_020414,1,2,26,3,2.0
userid_020415,1,2,23,11,5.0
userid_020416,1,2,11,8,2.0
userid_020417,0,2,21,1,2.0
userid_020418,1,2,33,6,2.0
userid_020419,1,2,2,11,1.0
userid_020420,1,1,36,5,5.0
userid_020421,0,2,1,1,2.0
userid_020422,1,2,2,8,2.0
userid_020423,1,2,30,7,1.0
userid_020424,1,1,2,1,2.0
userid_020425,1,2,11,1,5.0
userid_020426,1,2,7,11,2.0
userid_020427,1,2,12,10,1.0
userid_020428,0,1,4,1,2.0
userid_020429,1,2,3,4,1.0
userid_020430,0,2,22,11,2.0
userid_020431,0,1,22,5,2.0
userid_020432,1,1,1,1,2.0
userid_020433,1,2,13,8,2.0
userid_020434,1,2,3,1,2.0
userid_020435,0,2,34,11,5.0
userid_020436,1,2,2,5,2.0
userid_020437,1,3,25,2,1.0
userid_020438,0,2,4,6,2.0
userid_020439,0,2,1,5,5.0
userid_020440,0,2,2,8,1.0
userid_020441,0,4,3,1,2.0
userid_020442,1,1,2,1,2.0
userid_020443,1,2,11,8,2.0
userid_020444,1,3,2,7,1.0
userid_020445,0,2,2,4,2.0
userid_020446,0,2,2,3,1.0
userid_020447,1,2,4,3,2.0
userid_020448,1,1,1,7,2.0
userid_020449,0,1,2,11,5.0
userid_020450,1,2,4,2,2.0
userid_020451,1,2,1,5,2.0
userid_020452,1,2,4,1,2.0
userid_020453,1,3,1,7,2.0
userid_020454,1,1,32,1,2.0
userid_020455,1,2,3,1,1.0
userid_020456,1,1,3,1,1.0
userid_020457,0,2,1,5,2.0
userid_020458,0,2,35,10,1.0
userid_020459,0,2,2,1,2.0
userid_020460,1,3,35,1,5.0
userid_020461,1,2,28,10,2.0
userid_020462,0,2,22,9,1.0
userid_020463,1,2,3,11,5.0
userid_020464,0,2,11,9,1.0
userid_020465,1,2,8,9,2.0
userid_020466,1,2,11,1,2.0
userid_020467,0,2,3,7,2.0
userid_020468,0,2,4,9,1.0
userid_020469,1,2,1,1,2.0
userid_020470,1,2,4,1,2.0
userid_020471,0,2,4,1,1.0
userid_020472,1,2,1,1,2.0
userid_020473,1,2,1,8,2.0
userid_020474,1,2,25,1,2.0
userid_020475,1,2,3,1,2.0
userid_020476,1,2,3,1,5.0
userid_020477,1,3,1,8,2.0
userid_020478,0,1,4,1,1.0
userid_020479,1,2,2,9,2.0
userid_020480,0,1,1,1,5.0
userid_020481,0,4,23,4,2.0
userid_020482,1,2,13,8,2.0
userid_020483,1,2,3,4,5.0
userid_020484,0,1,1,1,2.0
userid_020485,1,2,6,3,1.0
userid_020486,0,2,20,1,2.0
userid_020487,1,1,26,1,2.0
userid_020488,0,2,2,1,2.0
userid_020489,1,2,15,1,2.0
userid_020490,1,2,2,1,2.0
userid_020491,1,2,1,9,5.0
userid_020492,1,2,26,4,2.0
userid_020493,1,2,3,1,2.0
userid_020494,1,2,4,4,1.0
userid_020495,1,2,6,1,5.0
userid_020496,1,1,2,4,2.0
userid_020497,1,2,7,1,1.0
userid_020498,1,3,4,1,1.0
userid_020499,0,2,30,1,1.0
userid_020500,0,3,4,7,5.0
userid_020501,1,1,1,10,1.0
userid_020502,1,2,4,11,2.0
userid_020503,1,2,22,4,2.0
userid_020504,0,2,34,1,2.0
userid_020505,1,2,2,1,2.0
userid_020506,1,1,2,3,2.0
userid_020507,1,2,3,3,2.0
userid_020508,1,3,1,5,2.0
userid_020509,1,1,20,1,1.0
userid_020510,0,1,2,7,2.0
userid_020511,1,1,3,1,1.0
userid_020512,1,2,12,3,2.0
userid_020513,1,3,3,1,2.0
userid_020514,0,1,9,1,1.0
userid_020515,1,1,2,1,2.0
userid_020516,0,2,10,1,1.0
userid_020517,0,1,2,1,2.0
userid_020518,1,2,26,8,5.0
userid_020519,1,2,3,1,2.0
userid_020520,1,4,1,1,2.0
userid_020521,1,2,6,9,1.0
userid_020522,1,2,3,11,2.0
userid_020523,0,2,12,1,2.0
userid_020524,0,2,2,1,2.0
userid_020525,0,2,16,1,2.0
userid_020526,1,1,20,7,2.0
userid_020527,1,2,4,11,2.0
userid_020528,1,2,4,1,1.0
userid_020529,0,2,26,1,2.0
userid_020530,1,1,1,1,2.0
userid_020531,0,1,2,3,1.0
userid_020532,1,2,1,10,2.0
userid_020533,1,2,4,3,2.0
userid_020534,1,1,4,7,5.0
userid_020535,1,2,28,3,2.0
userid_020536,1,2,4,4,1.0
userid_020537,1,2,11,4,2.0
userid_020538,1,2,2,2,2.0
userid_020539,1,2,4,1,2.0
userid_020540,0,2,1,1,1.0
userid_020541,1,1,3,6,1.0
userid_020542,1,1,4,2,2.0
userid_020543,1,3,1,8,1.0
userid_020544,1,1,1,11,5.0
userid_020545,1,2,12,1,5.0
userid_020546,0,2,4,1,2.0
userid_020547,0,2,3,1,2.0
userid_020548,1,2,24,1,1.0
userid_020549,0,2,4,4,2.0
userid_020550,1,1,1,1,1.0
userid_020551,0,2,2,9,2.0
userid_020552,1,1,4,2,5.0
userid_020553,0,1,4,7,1.0
userid_020554,0,2,34,1,5.0
userid_020555,1,2,4,3,2.0
userid_020556,1,2,1,1,1.0
userid_020557,0,2,3,4,1.0
userid_020558,1,2,3,6,2.0
userid_020559,1,1,29,1,2.0
userid_020560,1,1,2,1,5.0
userid_020561,0,1,2,4,2.0
userid_020562,1,2,30,1,2.0
userid_020563,1,2,3,1,2.0
userid_020564,1,1,4,2,2.0
userid_020565,1,3,22,10,2.0
userid_020566,1,3,1,8,2.0
userid_020567,1,2,20,3,2.0
userid_020568,1,3,2,7,1.0
userid_020569,1,2,3,1,2.0
userid_020570,1,2,4,1,5.0
userid_020571,1,2,1,9,2.0
userid_020572,1,2,3,1,1.0
userid_020573,1,1,4,9,1.0
userid_020574,1,2,4,1,1.0
userid_020575,1,2,2,1,1.0
userid_020576,0,3,4,9,5.0
userid_020577,1,1,1,1,1.0
userid_020578,1,2,25,2,5.0
userid_020579,0,2,28,9,2.0
userid_020580,0,1,19,10,2.0
userid_020581,1,2,14,8,2.0
userid_020582,1,1,3,3,2.0
userid_020583,0,2,3,1,2.0
userid_020584,1,2,30,9,1.0
userid_020585,1,1,3,1,2.0
userid_020586,1,1,4,1,2.0
userid_020587,1,2,17,8,2.0
userid_020588,1,2,2,11,2.0
userid_020589,0,2,2,10,2.0
userid_020590,0,3,4,10,2.0
userid_020591,1,2,4,11,2.0
userid_020592,1,2,10,4,5.0
userid_020593,1,2,3,5,1.0
userid_020594,1,2,13,2,2.0
userid_020595,0,2,3,9,2.0
userid_020596,0,2,28,9,1.0
userid_020597,1,2,4,1,2.0
userid_020598,1,2,27,3,2.0
userid_020599,0,2,24,1,2.0
userid_020600,1,2,4,1,2.0
userid_020601,1,2,2,4,2.0
userid_020602,1,2,2,10,1.0
userid_020603,0,2,17,8,1.0
userid_020604,1,1,32,1,1.0
userid_020605,1,2,32,3,2.0
userid_020606,0,1,7,11,5.0
userid_020607,1,2,2,1,2.0
userid_020608,1,2,10,1,2.0
userid_020609,1,2,3,1,1.0
userid_020610,0,2,20,1,2.0
userid_020611,0,2,3,1,5.0
userid_020612,0,1,26,6,2.0
userid_020613,1,1,23,8,2.0
userid_020614,1,1,2,4,5.0
userid_020615,1,1,26,1,2.0
userid_020616,0,2,1,8,1.0
userid_020617,1,2,2,1,2.0
userid_020618,1,3,10,2,1.0
userid_020619,1,2,4,1,2.0
userid_020620,1,2,23,2,2.0
userid_020621,0,2,33,1,2.0
userid_020622,1,3,5,3,5.0
userid_020623,1,2,20,2,1.0
userid_020624,1,1,2,1,2.0
userid_020625,1,1,4,3,1.0
userid_020626,1,3,1,10,1.0
userid_020627,0,2,28,2,1.0
userid_020628,0,1,4,1,2.0
userid_020629,0,2,2,7,2.0
userid_020630,1,2,1,4,2.0
userid_020631,1,2,9,12,1.0
userid_020632,1,3,21,6,2.0
userid_020633,0,2,2,4,2.0
userid_020634,0,2,3,9,1.0
userid_020635,1,3,20,5,1.0
userid_020636,1,2,3,6,2.0
userid_020637,0,2,1,1,1.0
userid_020638,1,1,36,7,2.0
userid_020639,1,2,36,1,1.0
userid_020640,1,2,1,1,1.0
userid_020641,1,2,32,3,1.0
userid_020642,1,2,14,1,5.0
userid_020643,1,2,2,1,1.0
userid_020644,1,1,3,3,1.0
userid_020645,1,2,3,10,1.0
userid_020646,0,2,3,10,2.0
userid_020647,1,2,33,1,2.0
userid_020648,1,2,3,11,2.0
userid_020649,1,3,1,10,1.0
userid_020650,0,2,2,1,2.0
userid_020651,1,2,3,6,2.0
userid_020652,1,2,3,3,2.0
userid_020653,1,2,1,1,2.0
userid_020654,1,1,31,6,2.0
userid_020655,1,2,22,1,2.0
userid_020656,1,2,27,1,2.0
userid_020657,1,3,4,11,5.0
userid_020658,1,1,1,1,2.0
userid_020659,1,2,8,1,2.0
userid_020660,0,2,29,1,2.0
userid_020661,1,2,31,1,1.0
userid_020662,0,4,6,4,2.0
userid_020663,0,2,3,10,1.0
userid_020664,0,2,1,9,2.0
userid_020665,1,2,2,11,1.0
userid_020666,1,2,33,1,2.0
userid_020667,1,3,23,1,2.0
userid_020668,1,2,6,2,2.0
userid_020669,1,2,34,7,2.0
userid_020670,1,2,5,10,1.0
userid_020671,1,2,4,8,1.0
userid_020672,1,2,26,3,5.0
userid_020673,1,1,1,10,1.0
userid_020674,1,1,2,10,1.0
userid_020675,0,3,3,4,2.0
userid_020676,0,2,24,7,2.0
userid_020677,1,2,10,8,5.0
userid_020678,1,2,4,1,5.0
userid_020679,1,2,5,11,1.0
userid_020680,1,1,3,1,2.0
userid_020681,1,1,3,7,1.0
userid_020682,1,2,3,1,2.0
userid_020683,1,2,34,2,2.0
userid_020684,0,2,2,1,2.0
userid_020685,1,3,4,1,2.0
userid_020686,1,2,1,5,1.0
userid_020687,1,3,14,1,2.0
userid_020688,1,1,2,7,2.0
userid_020689,1,2,24,6,2.0
userid_020690,1,2,2,5,2.0
userid_020691,1,2,1,1,5.0
userid_020692,1,2,1,10,5.0
userid_020693,0,2,6,1,2.0
userid_020694,1,2,36,1,2.0
userid_020695,0,2,3,8,2.0
userid_020696,1,2,33,12,1.0
userid_020697,0,2,23,2,5.0
userid_020698,1,2,2,1,5.0
userid_020699,1,1,1,1,2.0
userid_020700,1,2,2,5,2.0
userid_020701,0,2,4,1,1.0
userid_020702,0,1,4,1,2.0
userid_020703,1,2,2,1,1.0
userid_020704,1,3,1,11,2.0
userid_020705,0,2,3,8,5.0
userid_020706,1,2,2,4,2.0
userid_020707,1,2,1,7,2.0
userid_020708,1,3,3,1,5.0
userid_020709,1,1,24,9,5.0
userid_020710,1,2,4,1,2.0
userid_020711,1,2,12,7,1.0
userid_020712,1,2,1,3,1.0
userid_020713,1,2,17,9,1.0
userid_020714,0,2,27,3,1.0
userid_020715,1,1,3,4,2.0
userid_020716,0,2,2,6,2.0
userid_020717,0,2,2,4,2.0
userid_020718,1,1,3,4,2.0
userid_020719,1,1,1,6,5.0
userid_020720,0,2,4,6,1.0
userid_020721,1,2,4,1,2.0
userid_020722,1,2,20,1,2.0
userid_020723,1,2,8,6,2.0
userid_020724,1,3,1,1,2.0
userid_020725,0,2,3,9,2.0
userid_020726,1,2,2,1,5.0
userid_020727,0,2,11,2,2.0
userid_020728,1,2,4,1,2.0
userid_020729,1,2,21,1,2.0
userid_020730,1,2,8,6,2.0
userid_020731,1,2,3,1,5.0
userid_020732,0,2,13,8,2.0
userid_020733,0,3,1,1,5.0
userid_020734,0,2,4,1,1.0
userid_020735,1,2,3,4,1.0
userid_020736,1,3,1,7,1.0
userid_020737,1,3,6,1,2.0
userid_020738,1,2,3,11,1.0
userid_020739,0,1,4,11,2.0
userid_020740,0,2,33,1,5.0
userid_020741,0,2,2,12,2.0
userid_020742,1,3,4,1,5.0
userid_020743,0,1,3,1,1.0
userid_020744,1,2,13,6,2.0
userid_020745,1,2,13,10,2.0
userid_020746,0,2,3,1,2.0
userid_020747,0,2,5,9,5.0
userid_020748,0,2,3,5,5.0
userid_020749,1,2,4,8,1.0
userid_020750,0,2,1,1,2.0
userid_020751,1,2,2,6,1.0
userid_020752,1,1,2,12,5.0
userid_020753,1,1,1,7,5.0
userid_020754,0,2,3,11,5.0
userid_020755,0,2,4,10,5.0
userid_020756,1,2,2,1,1.0
userid_020757,1,1,27,1,1.0
userid_020758,1,2,24,3,1.0
userid_020759,0,2,2,12,5.0
userid_020760,1,2,3,7,2.0
userid_020761,0,1,14,8,2.0
userid_020762,0,2,18,2,2.0
userid_020763,1,2,2,5,5.0
userid_020764,1,2,16,10,2.0
userid_020765,0,2,4,4,2.0
userid_020766,1,2,11,1,2.0
userid_020767,1,2,7,10,1.0
userid_020768,0,3,25,7,1.0
userid_020769,0,3,25,6,2.0
userid_020770,1,2,4,1,2.0
userid_020771,1,1,2,3,1.0
userid_020772,1,2,13,7,2.0
userid_020773,1,2,10,12,2.0
userid_020774,1,2,3,1,1.0
userid_020775,1,2,4,4,2.0
userid_020776,0,2,22,4,2.0
userid_020777,0,2,1,9,2.0
userid_020778,1,2,3,7,5.0
userid_020779,1,2,3,2,2.0
userid_020780,0,2,3,3,2.0
userid_020781,1,4,35,1,2.0
userid_020782,1,2,4,1,2.0
userid_020783,1,2,4,7,2.0
userid_020784,1,2,36,6,1.0
userid_020785,0,2,1,1,2.0
userid_020786,1,1,4,1,2.0
userid_020787,1,1,4,8,2.0
userid_020788,1,2,1,1,1.0
userid_020789,1,1,1,4,2.0
userid_020790,1,2,29,1,2.0
userid_020791,1,2,4,1,2.0
userid_020792,1,2,15,5,2.0
userid_020793,1,2,23,7,2.0
userid_020794,1,1,29,1,1.0
userid_020795,1,2,2,1,2.0
userid_020796,1,2,14,1,5.0
userid_020797,0,2,3,8,1.0
userid_020798,0,1,32,10,2.0
userid_020799,1,2,24,7,1.0
userid_020800,1,2,1,1,2.0
userid_020801,1,2,30,2,2.0
userid_020802,0,2,20,1,5.0
userid_020803,0,1,3,7,1.0
userid_020804,1,2,11,1,5.0
userid_020805,1,2,8,8,1.0
userid_020806,1,4,1,1,1.0
userid_020807,1,2,6,1,2.0
userid_020808,1,2,4,10,2.0
userid_020809,1,2,4,7,5.0
userid_020810,1,1,3,1,2.0
userid_020811,1,2,22,11,1.0
userid_020812,0,1,3,1,2.0
